transcript_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
NM_001033293,694,1068,972,787,747,670,814,793,958,626,1229,978
NM_001033294,258,294,297,222,284,198,312,340,331,216,523,269
NM_028765,9,6,0,0,2,5,12,0,5,0,6,0
NM_001033296,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033297,115,175,137,107,124,118,140,126,132,107,175,173
NM_001033298,673,824,662,526,602,536,590,610,615,413,826,751
NM_029924,468,597,724,373,385,298,505,700,749,352,896,620
NM_001291144,467,584,480,247,276,167,81,314,428,268,507,540
NM_001177661,65,47,63,40,0,89,0,89,0,0,79,0
NM_001177667,7966,6509,7664,4158,5828,3610,5302,5300,5076,3019,14554,6239
NM_011187,1510,2047,1646,1198,1359,1291,1513,2046,2486,1683,3313,1765
NM_001177399,431,604,320,302,374,289,302,304,308,226,588,368
NM_001177392,0,0,0,0,0,0,0,0,0,0,0,0
NM_016889,0,0,0,0,0,0,0,0,1,1,0,1
NM_009058,451,466,232,490,502,106,575,0,259,102,614,354
NM_001033346,19,45,31,21,28,20,19,25,40,19,34,38
NM_001033347,746,843,763,487,618,481,688,562,565,568,854,694
NM_178694,8,0,0,403,0,0,6,0,437,0,489,434
NM_178695,5,19,7,5,4,8,4,9,6,2,13,17
NM_178693,183,207,162,155,119,131,147,184,264,156,298,202
NM_010218,50,52,60,68,65,74,61,97,119,84,141,85
NM_001033348,386,402,345,297,341,286,357,318,321,251,625,477
NM_001038700,1143,1633,947,1107,940,970,961,894,1360,589,1203,1428
